kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
trump,17,united,15,great,20,trump,15,new,18,trump,16,great,92,great,47,trump,46,great,92
great,14,new,14,united,16,people,15,house,17,great,14,trump,90,united,42,people,42,trump,90
united,11,states,13,states,15,president,14,trump,15,president,14,president,86,new,38,president,41,president,86
new,10,great,13,president,15,great,13,people,15,people,12,people,86,states,37,new,39,people,86
states,9,people,13,new,14,new,12,president,13,states,11,new,85,trump,35,great,34,new,85
president,9,news,10,people,11,obama,10,government,11,united,11,united,85,president,32,house,34,united,85
campaign,9,trump,9,government,10,administration,9,united,11,new,9,states,79,people,29,united,26,states,79
house,8,president,8,trump,9,house,9,states,10,former,8,house,58,news,25,states,24,house,58
republican,8,york,7,national,9,2018,8,american,10,republican,8,government,48,government,19,american,22,government,48
trying,8,department,7,news,8,former,7,state,9,russia,8,news,45,national,19,democrats,21,news,45
state,7,working,7,state,7,man,7,democrats,9,house,8,american,44,state,18,obama,20,american,44
big,7,obama,7,democrats,7,job,7,york,8,donald,8,obama,39,department,16,white,20,obama,39
help,7,fact,7,washington,6,working,7,white,8,democrats,7,state,39,security,16,government,20,state,39
administration,7,times,6,real,6,american,7,great,7,thank,7,democrats,39,house,15,former,19,democrats,39
news,7,national,6,bill,6,republican,6,federal,7,washington,7,administration,39,help,15,administration,18,administration,39
clinton,6,justice,6,another,6,russia,6,obama,7,news,7,working,34,administration,15,russia,18,working,34
world,6,win,6,killed,6,fbi,6,trying,7,white,7,white,34,obama,15,york,17,white,34
department,6,security,6,security,6,may,6,world,6,best,7,federal,33,campaign,15,republican,17,federal,33
government,6,democrat,5,man,5,committee,6,administration,6,fbi,6,campaign,32,big,14,state,17,campaign,32
bernie,6,job,5,big,5,news,6,times,6,free,6,national,32,world,14,donald,16,national,32
investigating,5,americans,5,police,5,party,5,russian,6,election,6,york,32,republican,13,man,16,york,32
people,5,millions,5,china,5,department,5,j,6,real,6,republican,32,working,13,news,15,republican,32
game,5,run,5,federal,5,criminal,5,post,5,campaign,6,fbi,30,justice,12,fbi,15,fbi,30
could,5,early,5,thank,5,white,5,2016,5,2016,6,world,30,american,12,working,14,world,30
office,5,help,5,proud,5,war,5,election,5,important,6,man,30,federal,12,job,14,man,30
team,5,killed,5,world,5,york,5,campaign,5,man,6,help,29,win,12,trying,14,help,29
money,5,former,4,2016,5,hard,5,bill,5,government,6,trying,28,democrats,12,federal,14,trying,28
sanders,5,money,4,may,5,shot,5,editorial,5,state,6,big,27,real,12,campaign,14,big,27
man,5,pro,4,post,5,democrats,5,democrat,5,intelligence,5,former,27,killed,12,thank,14,former,27
everyone,5,elder,4,night,5,presidential,4,economy,5,american,5,department,27,bill,11,best,13,department,27
thing,5,source,4,american,5,donald,4,place,5,presidential,5,washington,26,2016,11,2016,13,washington,26
making,5,fake,4,agency,5,united,4,national,5,justice,5,election,26,fact,11,election,13,election,26
white,5,matter,4,men,4,report,4,forward,4,love,5,bill,26,york,11,times,12,bill,26
