Tweets,Length,Date,Source,Favourites,RTs,Username,id_str
I’m giving an update on the steps we’re taking to keep more businesses open and more Canadians working. Tune in now for more on what we’re doing to help business owners and workers across the country: https://t.co/TglP8z0Fzo,224,2020-05-20 15:02:25,Twitter for iPhone,655,124,JustinTrudeau,1263122917849792514
Je fais le point sur les mesures que nous prenons pour que plus d’entreprises restent ouvertes et plus de Canadiens puissent travailler. Voyez en direct ce que nous faisons pour aider les propriétaires d’entreprises et les travailleurs du pays : https://t.co/33NmliFZlT,269,2020-05-20 15:02:20,Twitter for iPhone,203,44,JustinTrudeau,1263122896773316609
"RT @CanadianPM: To give more businesses access to the support they need so they can help protect workers and the jobs they rely on, the Gov…",140,2020-05-20 02:38:57,Twitter for iPhone,0,165,JustinTrudeau,1262935814398509056
RT @PMcanadien: Le gouvernement du Canada élargit la portée du Compte d’urgence pour les entreprises canadiennes pour donner à plus d’entre…,140,2020-05-20 02:38:52,Twitter for iPhone,0,50,JustinTrudeau,1262935796480425984
"RT @mary_ng: NEW: As of this week, the #CEBA $40K interest-free loan is helping over 600,000 business owners in every corner of the country…",140,2020-05-20 02:30:43,Twitter for iPhone,0,99,JustinTrudeau,1262933744895365121
"RT @mary_ng: NOUVEAU: Le prêt sans intérêt de 40 000 $ du #CUEC aide plus de 600 000 entreprises à travers le pays. Ajd, nous l'étendons po…",140,2020-05-20 02:30:39,Twitter for iPhone,0,26,JustinTrudeau,1262933728327843840
"RT @CanadianPM: Today, Prime Minister Justin Trudeau spoke with the Permanent Representatives of the United Nations’ Eastern European Group…",140,2020-05-20 02:23:56,Twitter for iPhone,0,69,JustinTrudeau,1262932038014898177
"RT @PMcanadien: Aujourd’hui, le premier ministre Justin Trudeau s’est entretenu avec les représentants permanents du Groupe des États d’Eur…",140,2020-05-20 02:23:52,Twitter for iPhone,0,29,JustinTrudeau,1262932020205957122
"RT @stbstvdan: Today, #Yukon College officially becomes @YukonUniversity, 🇨🇦’s first university north of 60. Congrats to all those involved…",140,2020-05-20 01:41:33,Twitter for iPhone,0,184,JustinTrudeau,1262921369899106304
"RT @stbstvdan: Ajd, #Yukon College devient officiellement @YukonUniversity, la première université canadienne au nord du 60e parallèle. Fél…",140,2020-05-20 01:41:30,Twitter for iPhone,0,39,JustinTrudeau,1262921359023374337
We’re also working to make sure as much of this equipment as possible can be produced right here in Canada. We now have 15 contracts across the country to make hospital gowns - and Montreal’s @Samuelsohn1923 will start making deliveries by the end of the month.,261,2020-05-19 22:35:19,Twitter for iPhone,1670,189,JustinTrudeau,1262874503270596608
"Update on personal protective equipment: We’ve doubled our inventory of surgical masks and face shields. And hundreds of thousands of hospital gowns, glasses, face shields, and swabs will be delivered to provinces and territories in the coming weeks.",250,2020-05-19 22:35:19,Twitter for iPhone,5533,671,JustinTrudeau,1262874502058463233
"Nous produisons aussi la plus grande quantité d’équipement possible ici même, au Canada. Nous avons en ce moment 15 contrats partout au pays pour des blouses d’hôpital. D’ici la fin du mois, nous commencerons à recevoir des blouses de l’entreprise montréalaise @Samuelsohn1923.",277,2020-05-19 22:35:00,Twitter for iPhone,166,23,JustinTrudeau,1262874424224735232
"Des nouvelles sur l’équipement de protection individuelle : on a doublé notre inventaire de masques chirurgicaux et d’écrans faciaux. Des milliers de blouses, de lunettes, d’écrans faciaux et d’écouvillons seront livrés aux provinces et territoires dans les prochaines semaines.",278,2020-05-19 22:35:00,Twitter for iPhone,353,48,JustinTrudeau,1262874423247417344
"RT @FilomenaTassi: To help deal with the impact of #COVID19 on families, parents who receive the Canada Child Benefit will get $300 extra p…",140,2020-05-19 20:53:26,Twitter for iPhone,0,52,JustinTrudeau,1262848864412934149
"RT @FilomenaTassi: Pour aider les familles durant #COVID19, les parents qui reçoivent l’Allocation canadienne pour enfants obtiendront 300$…",140,2020-05-19 20:53:22,Twitter for iPhone,0,19,JustinTrudeau,1262848846209712130
"I spoke on the phone with the Alternate Prime Minister of Israel, @GantzBe, today and congratulated him on the formation of the country’s new government. We also talked about the work our two countries can continue to do together. Get the details here: https://t.co/lD9eaR4XXp",276,2020-05-19 20:24:01,Twitter for iPhone,376,50,JustinTrudeau,1262841462720475138
"Aujourd’hui, j’ai parlé au téléphone avec le premier ministre en alternance d’Israël, @GantzBe. Je l’ai félicité pour la formation du nouveau gouvernement israélien, et on a parlé du travail que nos deux pays peuvent continuer de faire ensemble. Détails : https://t.co/ts0VHqVcwj",279,2020-05-19 20:23:44,Twitter for iPhone,156,19,JustinTrudeau,1262841388904873991
"RT @BillBlair: Today, Prime Minister @JustinTrudeau announced that Canada and the United States have agreed to extend the restrictions at o…",140,2020-05-19 20:06:21,Twitter for iPhone,0,371,JustinTrudeau,1262837014128463872
"RT @BillBlair: Aujourd'hui, le premier ministre @JustinTrudeau a annoncé que le Canada et les États-Unis ont convenu de prolonger les restr…",140,2020-05-19 20:06:18,Twitter for iPhone,0,40,JustinTrudeau,1262837004578029575
RT @HonAhmedHussen: Charities and non-profits are helping Canadians across the country deal with the impacts of COVID-19. We are here for t…,140,2020-05-19 19:29:21,Twitter for iPhone,0,79,JustinTrudeau,1262827703977349128
RT @HonAhmedHussen: Les organismes caritatifs  et à but non lucratif aident les 🇨🇦 à travers tout le pays à faire face aux conséquences du…,139,2020-05-19 19:29:16,Twitter for iPhone,0,31,JustinTrudeau,1262827681764315136
"This morning, I spoke with President @KagutaMuseveni of Uganda. We talked about COVID-19 and its economic impacts, as well as the importance of working together to help our economies bounce back while also keeping people safe. More on our call here: https://t.co/U3FUJxZXQr",273,2020-05-19 18:37:56,Twitter for iPhone,1530,437,JustinTrudeau,1262814764885049347
"Ce matin, je me suis entretenu avec le président @KagutaMuseveni de l’Ouganda. Nous avons parlé des répercussions économiques de la COVID-19 et de l’importance de collaborer pour favoriser la relance de nos économies et protéger les gens. Détails : https://t.co/1Kwuutkzcb",272,2020-05-19 18:37:41,Twitter for iPhone,163,28,JustinTrudeau,1262814699680342016
"RT @Bill_Morneau: Since the beginning of this crisis we’ve listened to Canadians to make sure they have the help they need. Today, we’re ex…",140,2020-05-19 18:08:51,Twitter for iPhone,0,70,JustinTrudeau,1262807446055157762
"RT @Bill_Morneau: Depuis le début de cette crise, nous écoutons les Canadiens pour nous assurer qu'ils ont accès à l'aide dont ils ont beso…",140,2020-05-19 18:08:49,Twitter for iPhone,0,21,JustinTrudeau,1262807437456953351
"That means you’ll be able to apply for interest-free loans of up to $40,000 - and we’ll have more details soon on when you can apply. But know that we’ve heard you, and we’re going to be there for you. For more details on today’s announcement, click here: https://t.co/UpLttGw0fA",279,2020-05-19 16:28:47,Twitter for iPhone,380,81,JustinTrudeau,1262782264070504449
"We’re expanding the eligibility of the Canada Emergency Business Account. If you are the sole proprietor of a business, if your business relies on contractors, or if you have a family-owned business and you pay employees though dividends, you will now qualify.",260,2020-05-19 16:28:47,Twitter for iPhone,506,98,JustinTrudeau,1262782262531235842
"We launched the Canada Emergency Business Account to make sure business owners have what they need to cover operating expenses and pay employees. And today, we’re taking another step forward to help even more business owners pull through and protect even more jobs.",265,2020-05-19 16:28:46,Twitter for iPhone,1876,332,JustinTrudeau,1262782260308332544
Cela veut dire que vous pourrez demander jusqu’à 40 000 $ de prêts sans intérêt. Les détails concernant les demandes seront fournis bientôt. Mais sachez qu’on vous a écoutés et qu’on sera là pour vous. Détails sur l’annonce d’aujourd’hui : https://t.co/FVfYIxy1A0,263,2020-05-19 16:28:20,Twitter for iPhone,105,15,JustinTrudeau,1262782150371356672
"Nous élargissons l’admissibilité au Compte d’urgence pour les entreprises canadiennes. Si vous êtes propriétaire unique d’une entreprise, dépendez de sous-traitants, ou avez une entreprise familiale et payez vos employés sous forme de dividendes, vous allez être admissible.",274,2020-05-19 16:28:20,Twitter for iPhone,122,17,JustinTrudeau,1262782147724795904
Nous avons lancé le Compte d’urgence pour les entreprises canadiennes afin que les propriétaires d’entreprise puissent payer leurs frais de fonctionnement et leurs employés. Et nous franchissons un pas de plus pour aider davantage de propriétaires et protéger plus d’emplois.,275,2020-05-19 16:28:19,Twitter for iPhone,264,42,JustinTrudeau,1262782145254301706
"Whether you’re worried about covering your monthly expenses or paying your employees, we’ve got your back. Watch live for an update on how we’re helping business owners across the country get through this difficult time: https://t.co/iFKZj4KqRb",244,2020-05-19 15:02:46,Twitter for iPhone,640,121,JustinTrudeau,1262760616625713155
"Si vous craignez de ne pas pouvoir payer vos factures mensuelles ou vos employés, nous sommes là pour vous. Regardez en direct notre mise à jour sur l’aide que nous offrons aux proprios d’entreprise à travers le pays pendant cette période difficile : https://t.co/H2uc5eRB1p",274,2020-05-19 15:02:40,Twitter for iPhone,155,29,JustinTrudeau,1262760590315081728
"RT @GovCanHealth: #COVID19 can be difficult for kids to understand, especially if they know someone who is sick. We have resources that you…",140,2020-05-19 14:27:51,Twitter for iPhone,0,93,JustinTrudeau,1262751827503706115
"RT @GouvCanSante: La #COVID19 peut être difficile à comprendre pour les enfants, surtout s’ils connaissent une personne malade. Nous avons…",139,2020-05-19 14:27:42,Twitter for iPhone,0,30,JustinTrudeau,1262751790954504197
"@patterballs I think we’re all wondering the same thing, Scarlett! And I’m hoping @KirstyDuncanMP has an answer for us all - and news that it’ll stay nice and warm for a little bit! #CanadaHomeworkHelp",201,2020-05-18 23:36:21,Twitter for iPhone,121,9,JustinTrudeau,1262527477332742147
"@allthewayshella Thanks for the question, Shella. I think it’s great your kids are in French immersion, and I’d bet our Official Languages Minister has some tips to help make sure they’re practicing their French while at home. @MelanieJoly, do you have any suggestions? #CanadaHomeworkHelp",289,2020-05-18 23:24:39,Twitter for iPhone,36,8,JustinTrudeau,1262524532100861953
"@rodrickcastillo That can be tricky, but I know someone who might be able to help out. Our Minister of Innovation, Science and Industry, @NavdeepSBains, used to teach at business school. Nav, can you help Francis with this? #CanadaHomeworkHelp",243,2020-05-18 23:14:33,Twitter for iPhone,47,8,JustinTrudeau,1262521987525677057
"I spoke on the phone with Queen Elizabeth II today. We talked about the state of the world, COVID-19, and more. I also thanked her for the hopeful messages she has sent during these difficult times, and I wished her the very best this Victoria Day. https://t.co/lLM86KhhkM https://t.co/ZeC7yZFCuH",296,2020-05-18 21:58:56,Twitter for iPhone,22285,1831,JustinTrudeau,1262502961068085251
"Je me suis entretenu aujourd’hui avec la reine Elizabeth II. Nous avons parlé d’enjeux mondiaux, de la COVID-19 et bien plus. Je l’ai aussi remerciée pour ses messages d’espoir et lui ai offert mes meilleurs vœux à l’occasion de la fête de la Reine. https://t.co/Wxfqql0Qxv https://t.co/cngGzs46Wf",297,2020-05-18 21:58:32,Twitter for iPhone,837,114,JustinTrudeau,1262502858991247362
RT @HonAhmedHussen: Parents who receive the Canada Child Benefit will see an increase this Wednesday of $300 per child. In addition to this…,140,2020-05-18 20:05:24,Twitter for iPhone,0,137,JustinTrudeau,1262474389859205122
RT @HonAhmedHussen: Les parents qui reçoivent l’Allocation canadienne pour enfants verront ce mercredi une bonification unique de 300 dolla…,140,2020-05-18 20:05:21,Twitter for iPhone,0,25,JustinTrudeau,1262474375045013505
"Prime Minister @Netanyahu and I spoke today, and I congratulated him on the formation of the new Israeli government. We also spoke about COVID-19, the need for continued international coordination, how our two countries can keep working together, and more. https://t.co/N1Uo3u8kIc",280,2020-05-18 18:28:10,Twitter for iPhone,598,96,JustinTrudeau,1262449918955991041
"Le premier ministre @Netanyahu et moi nous sommes entretenus aujourd’hui, et je l’ai félicité pour la formation du nouveau gouvernement israélien. Nous avons parlé de la COVID-19, de la coordination internationale, de notre collaboration et plus encore. https://t.co/CGsqMdbg9v",277,2020-05-18 18:28:05,Twitter for iPhone,169,25,JustinTrudeau,1262449897091010568
"RT @GovCanHealth: During a crisis, it can be hard to tell what information is trustworthy. Stay informed and help fight #misinformation. Do…",140,2020-05-18 18:25:53,Twitter for iPhone,0,117,JustinTrudeau,1262449346114490368
"RT @GouvCanSante: En temps de crise, il peut être difficile de déterminer quelles informations sont dignes de confiance. Informez-vous et c…",140,2020-05-18 18:25:50,Twitter for iPhone,0,36,JustinTrudeau,1262449330931326976
"On the 11th anniversary of the end of the armed conflict in Sri Lanka, we reflect on the lives lost, and remember all those who were injured, went missing, or were displaced from their homes and communities: https://t.co/zx3O4ERMvr",231,2020-05-18 13:54:56,Twitter for iPhone,1113,295,JustinTrudeau,1262381156995084296
"En ce 11e anniversaire de la fin du conflit armé au Sri Lanka, nous pensons aux vies perdues ainsi qu’à tous ceux qui ont été blessés, ont disparu ou ont été déplacés de leurs foyers et de leurs communautés : https://t.co/XkFfYT02n2",232,2020-05-18 13:54:51,Twitter for iPhone,208,42,JustinTrudeau,1262381136942190596
"Congratulations, Prime Minister @Netanyahu and Alternate Prime Minister @GantzBe, on the formation of Israel’s new government. Our two countries are close partners and I look forward to working with you both on that partnership. https://t.co/QtQJnI9Qov",252,2020-05-18 13:07:54,Twitter for iPhone,709,127,JustinTrudeau,1262369322825060352
Félicitations au PM @Netanyahu et au premier ministre en alternance @GantzBe pour la formation du nouveau gouvernement israélien. Nos pays sont de proches partenaires et je suis impatient de travailler avec vous sur ce partenariat. https://t.co/2ufA7U13OS,255,2020-05-18 13:07:46,Twitter for iPhone,155,22,JustinTrudeau,1262369288851202048
Please read my full statement on today’s tragic aircraft crash: https://t.co/mYQDc9fxFw,87,2020-05-18 03:07:42,Twitter Web App,1165,225,JustinTrudeau,1262218275775295488
"Tonight, I join all Canadians in mourning the loss of a member of the @CFSnowbirds #OpInspiration team, Captain Jennifer Casey. I’m sending my deepest condolences to her loved ones, and wishing Captain Richard MacDougall a full recovery.",237,2020-05-18 03:07:42,Twitter Web App,8647,1102,JustinTrudeau,1262218274667986944
Veuillez lire ma déclaration complète sur le tragique écrasement d’aéronef d’aujourd’hui : https://t.co/WjeddXAnFw,114,2020-05-18 03:07:32,Twitter Web App,170,21,JustinTrudeau,1262218235665158144
"Ce soir, je pleure avec tous les Canadiens la perte d’un membre de l’#OpInspiration des @SnowbirdsFC, le Capitaine Jennifer Casey. J’offre mes sincères condoléances aux proches de la victime et un prompt rétablissement au Capitaine Richard MacDougall.",251,2020-05-18 03:07:32,Twitter Web App,485,84,JustinTrudeau,1262218233907740672
RT @CFSnowbirds: It is with heavy hearts that we announce that one member of the CF Snowbirds team has died and one has sustained serious i…,140,2020-05-18 00:19:10,Twitter for iPhone,0,3587,JustinTrudeau,1262175864407699456
"RT @SnowbirdsFC: Le cœur lourd, nous vous annonçons qu’un membre de l’équipe des Snowbirds des FC est décédé et qu’un autre a subi des bles…",140,2020-05-18 00:19:03,Twitter for iPhone,0,74,JustinTrudeau,1262175834221223939
I would also like to thank the emergency personnel in Kamloops who responded so quickly to this tragic incident.,112,2020-05-17 23:13:59,Twitter Web App,2224,189,JustinTrudeau,1262159458375012356
"I have been in touch with @HarjitSajjan about the @CFSnowbirds crash in Kamloops, BC. My thoughts are with the brave members of the @RCAF_ARC. The CAF will provide an update as soon as possible.",194,2020-05-17 23:13:58,Twitter Web App,3840,479,JustinTrudeau,1262159456705658882
Je tiens aussi à remercier le personnel d’urgence de Kamloops qui est intervenu rapidement après ce tragique incident.,118,2020-05-17 23:12:53,Twitter Web App,229,25,JustinTrudeau,1262159180506505217
"J’ai parlé à @HarjitSajjan concernant l’écrasement d’un avion des @SnowbirdsFC à Kamloops, en C.-B. Mes pensées sont avec les braves membres de l’@ARC_RCAF. Les Forces armées canadiennes donneront plus de détails dès que possible.",230,2020-05-17 23:12:51,Twitter Web App,354,41,JustinTrudeau,1262159175787954178
RT @HarjitSajjan: I am deeply saddened by the news of today’s @CFSnowbirds crash &amp; my thoughts are with all those involved. The @CanadianFo…,144,2020-05-17 21:01:23,Twitter for iPhone,0,326,JustinTrudeau,1262126090245623808
RT @HarjitSajjan: Je suis terriblement attristé par la nouvelle de l’écrasement d’un de nos @SnowbirdsFC aujourd’hui &amp; mes pensées sont ave…,144,2020-05-17 21:01:20,Twitter for iPhone,0,51,JustinTrudeau,1262126078140841984
We’ve lost a great Canadian actress. Monique Mercure has had a profound impact on generations of Canadians. She helped promote Quebec cinema beyond our borders and her legacy will live on through her work. My thoughts are with her loved ones today.,248,2020-05-17 17:18:23,Twitter Web App,2301,257,JustinTrudeau,1262069970504212481
"Une grande actrice canadienne s’est éteinte. Monique Mercure a marqué plus d’une génération de Canadiens. Elle a contribué à faire rayonner le cinéma québécois au-delà de nos frontières, et son héritage se perpétuera à travers son œuvre. Mes pensées accompagnent ses proches.",275,2020-05-17 17:18:02,Twitter Web App,426,61,JustinTrudeau,1262069879924015108
"RT @BardishKW: On #IDAHOTB, my ❤️ is with all the #LGBTQ2 people and especially with those who are in a home where they do not feel safe to…",140,2020-05-17 15:56:04,Twitter Web App,0,115,JustinTrudeau,1262049255214243844
"RT @BardishKW: Alors que nous marquons #JICHTB, mon ❤️ est avec toutes les personnes #LGBTQ2 et surtout avec celles qui sont dans un foyer…",139,2020-05-17 15:56:01,Twitter Web App,0,32,JustinTrudeau,1262049239594668032
"No matter who you love or how you identify, you should be able to be yourself without fear. So today on #IDAHOTB, and every day, let us keep working together to make that possible. Because even during these uncertain times, we are all in this together. https://t.co/52KaJEVJiE https://t.co/SMPbJRV59J",300,2020-05-17 13:16:26,Twitter for iPhone,8101,1830,JustinTrudeau,1262009080853471233
"Peu importe qui vous aimez ou comment vous vous identifiez, tout le monde doit pouvoir être soi-même, sans avoir peur. En cette #JICHTB, et chaque jour, veillons à ce que ça soit possible. Même durant ces temps incertains, on est tous dans le même bateau. https://t.co/rqtzhWbN5e https://t.co/0kpvb2lZ8Q",303,2020-05-17 13:15:59,Twitter for iPhone,535,135,JustinTrudeau,1262008968915955712
"RT @FilomenaTassi: If you’re a student aged 15-30 and you're looking for a job right now, the Canada Summer Jobs program has thousands of o…",140,2020-05-17 00:25:44,Twitter for iPhone,0,182,JustinTrudeau,1261815129605373953
"RT @FilomenaTassi: Si vous êtes un étudiant âgé de 15 à 30 ans et que vous cherchez un emploi en ce moment, le programme Emplois d'été Cana…",140,2020-05-17 00:25:42,Twitter for iPhone,0,23,JustinTrudeau,1261815118972833793
RT @_DebSchulte: The Government of Canada is acting boldly and swiftly to address seniors’ needs during the pandemic. My column today in th…,140,2020-05-16 22:29:12,Twitter for iPhone,0,71,JustinTrudeau,1261785801714733068
RT @_DebSchulte: Le gouvernement du Canada agit avec audace et célérité pour répondre aux besoins des aînés pendant la pandémie. Ma rubriqu…,140,2020-05-16 22:29:10,Twitter for iPhone,0,28,JustinTrudeau,1261785791845580811
"RT @mary_ng: Women entrepreneurs are facing unique challenges due to #COVID19. To ensure they get targeted support &amp; mentorship, we’re givi…",144,2020-05-16 21:30:54,Twitter for iPhone,0,80,JustinTrudeau,1261771128013565953
RT @mary_ng: Les femmes sont confrontées à des défis uniques en raison de la #COVID19. Pour s’assurer qu’elles bénéficient d’un soutien cib…,140,2020-05-16 21:30:52,Twitter for iPhone,0,24,JustinTrudeau,1261771120778280962
"RT @HonAhmedHussen: The #CanadaChildBenefit is going up on July 20th! 

Find out more details here👇🏾
https://t.co/wgKY4WY4Lr https://t.co/z…",140,2020-05-16 19:54:21,Twitter for iPhone,0,74,JustinTrudeau,1261746833971445765
"RT @HonAhmedHussen: L'#AllocationCanadiennePourEnfants augmentent le 20 juillet !

Pour en savoir plus : Ici 👇🏾
https://t.co/oWnVT4zoe0 htt…",140,2020-05-16 19:54:19,Twitter for iPhone,0,24,JustinTrudeau,1261746824702054401
"Across the country, @RedCrossCanada is stepping up and playing an important role in our response to COVID-19. And today, to make sure they can continue serving Canadians as the situation evolves and new needs emerge, we’re giving them more support. https://t.co/GGaIzG47N8",272,2020-05-16 17:55:13,Twitter for iPhone,752,153,JustinTrudeau,1261716852230758400
"La @CroixRouge_QC joue un rôle important dans notre réponse à la COVID-19. Pour qu’elle continue de servir les Canadiens à mesure que la situation évoluera et que de nouveaux besoins se feront sentir, nous lui accordons un soutien supplémentaire. https://t.co/YyuKiZEQaD",270,2020-05-16 17:55:05,Twitter for iPhone,154,31,JustinTrudeau,1261716819100020736
"RT @MaryamMonsef: We moved quickly to support to organizations on the  front line of gender-based violence, so that they could adapt to the…",140,2020-05-16 17:23:19,Twitter for iPhone,0,104,JustinTrudeau,1261708824475467778
RT @MaryamMonsef: Nous avons rapidement apporté un soutien aux organisations en première ligne de la violence fondée sur le genre.  À ce jo…,140,2020-05-16 17:23:17,Twitter for iPhone,0,33,JustinTrudeau,1261708816305065984
"You should be able to focus on what matters most right now: raising your kids and keeping your family healthy. And by increasing your monthly CCB payments, we’re making sure that’s exactly what you can do. To learn more about this increase, click here: https://t.co/tVWe9m4dLU",276,2020-05-16 15:44:05,Twitter for iPhone,798,153,JustinTrudeau,1261683848691187720
"To all the moms and dads out there: This means that your monthly CCB payments will go up this July to help you pay for things like food, clothes, and activities you and your family can do together at home. And next week, you’ll get an extra one-time payment of $300 per child.",276,2020-05-16 15:44:04,Twitter for iPhone,1328,203,JustinTrudeau,1261683846938050563
"The Canada Child Benefit is helping parents make ends meet, lifting kids out of poverty, and building a better future for our young people. And during this uncertain time, families across the country are counting on this benefit more than ever. So we’re going to increase it.",275,2020-05-16 15:44:04,Twitter for iPhone,3437,534,JustinTrudeau,1261683845243514880
"Vous devriez pouvoir vous concentrer sur l’essentiel : élever vos enfants et garder votre famille en santé. Et en bonifiant vos versements mensuels de l’Allocation canadienne pour enfants, nous vous aidons à le faire. Pour en savoir plus, cliquez ici : https://t.co/elqV681bdI",276,2020-05-16 15:43:55,Twitter for iPhone,123,29,JustinTrudeau,1261683807532564480
"Aux mamans et papas : vos versements mensuels de l’Allocation canadienne pour enfants vont augmenter en juillet pour vous aider avec votre épicerie et les vêtements à acheter. La semaine prochaine, vous recevrez aussi un versement supplémentaire unique de 300 $/enfant.",269,2020-05-16 15:43:55,Twitter for iPhone,149,25,JustinTrudeau,1261683806337224708
"L’Allocation canadienne pour enfants aide les parents à joindre les deux bouts, sort les enfants de la pauvreté et permet de bâtir un avenir meilleur. En ce moment, les familles de partout aux pays comptent plus que jamais sur cette allocation. Nous allons donc la bonifier.",274,2020-05-16 15:43:54,Twitter for iPhone,288,55,JustinTrudeau,1261683804470681601
"I’m announcing more support for you, your family, and @RedCrossCanada so we can get through this difficult time together. Watch my update for more info: https://t.co/4uldIPxSVs",176,2020-05-16 15:16:33,Twitter for iPhone,596,111,JustinTrudeau,1261676923010367493
"J’annonce plus de soutien pour vous, votre famille et la @RedCrossCanada afin que nous puissions tous traverser cette période difficile ensemble. Pour en savoir plus, regardez ma mise à jour : https://t.co/bgOl8s92u3",216,2020-05-16 15:16:29,Twitter for iPhone,126,23,JustinTrudeau,1261676902424731653
RT @GovCanHealth: Is #COVID19 affecting your #mentalhealth? Are you worried about your substance use? Visit the Wellness Together Canada po…,140,2020-05-16 15:07:16,Twitter for iPhone,0,65,JustinTrudeau,1261674584090312710
RT @GouvCanSante: La #COVID19 nuit-elle à votre #santémentale? Est-ce que votre consommation de substances psychoactives vous inquiète? Con…,140,2020-05-16 15:07:12,Twitter for iPhone,0,23,JustinTrudeau,1261674569968037888
"If you’re heading out for groceries this weekend, buy Canadian. Not only will it taste great, but it’ll help all those who are making sure there’s food in our stores and on our plates. And to them - our fishers, our farmers, and everyone else who’s involved - we say thank you.",277,2020-05-16 13:02:57,Twitter for iPhone,33040,5421,JustinTrudeau,1261643299926036481
"Si vous faites l’épicerie, achetez des produits canadiens. Ces produits seront délicieux, et vous aiderez tous ceux qui travaillent fort pour qu’on ait de la nourriture dans nos magasins et dans nos assiettes. À ces gens, notamment nos pêcheurs et nos agriculteurs, on dit merci.",279,2020-05-16 13:02:48,Twitter for iPhone,631,103,JustinTrudeau,1261643261883691008
"RT @CanadianPM: Research staff in Canada are the source of new innovations and ideas that help keep us healthy, protect our environment, an…",140,2020-05-16 01:26:24,Twitter for iPhone,0,222,JustinTrudeau,1261468006544216070
RT @PMcanadien: Notre personnel de recherche est une source d’innovations et d’idées qui aident à protéger notre santé et notre environneme…,140,2020-05-16 01:26:19,Twitter for iPhone,0,46,JustinTrudeau,1261467985870372864
RT @DLeBlancNB: Applications for the Canada Emergency Student Benefit are now open! Applications for the monthly benefit can be submitted t…,140,2020-05-16 00:26:17,Twitter for iPhone,0,89,JustinTrudeau,1261452878838980608
RT @DLeBlancNB: Le service de demande de la Prestation canadienne d'urgence pour les étudiants est maintenant disponible! Les demandes de p…,140,2020-05-16 00:26:15,Twitter for iPhone,0,22,JustinTrudeau,1261452869787480064
"RT @CQualtro: Attention young Canadians! 📢
 
Today is the first day to apply for job opportunities through the Canada Summer Jobs program!…",139,2020-05-15 23:13:48,Twitter for iPhone,0,139,JustinTrudeau,1261434637387063296
"RT @CQualtro: Avis aux jeunes Canadiens !  📢

Vous pouvez maintenant postuler pour des emplois dans le cadre du programme Emplois d'été Can…",140,2020-05-15 23:13:46,Twitter for iPhone,0,19,JustinTrudeau,1261434627538825218
RT @FP_Champagne: I had a call w/ @AUC_MoussaFaki. We discussed 🇨🇦’s support for the @_AfricanUnion health response in the region &amp; the imp…,144,2020-05-15 23:11:31,Twitter for iPhone,0,42,JustinTrudeau,1261434062062751744
RT @FP_Champagne: J’ai parlé avec @AUC_MoussaFaki. Ns avons discuté du soutien du 🇨🇦 à la réponse sanitaire de l’UA ds la région &amp; de l'imp…,144,2020-05-15 23:11:23,Twitter for iPhone,0,20,JustinTrudeau,1261434030639079425
"I spoke on the phone with @BorisJohnson again today. We talked about our responses to COVID-19, our careful and gradual approaches to reopening our economies, and the need for coordinated global action to beat this virus. Read a summary of our call here: https://t.co/yqy05ESjOC",278,2020-05-15 21:00:54,Twitter for iPhone,988,186,JustinTrudeau,1261401191503847425
"J’ai discuté au téléphone avec @BorisJohnson aujourd’hui au sujet de nos mesures de lutte contre la COVID-19, de la relance économique prudente et graduelle dans nos pays et de la nécessité d’une action mondiale concertée pour vaincre le virus. Résumé : https://t.co/zqv7zlh2fA",277,2020-05-15 21:00:46,Twitter for iPhone,176,28,JustinTrudeau,1261401158876147717
"RT @mary_ng: ✴️We’re extending the Canada Emergency Wage Subsidy for another 3 months.✴️
 
We originally introduced the 75% wage subsidy to…",140,2020-05-15 20:30:10,Twitter for iPhone,0,113,JustinTrudeau,1261393459518345218
"RT @mary_ng: ✴Nous prolongeons de 3 mois la Subvention salariale d'urgence du Canada.✴

Nous avons introduit la SSUC pour sauver des emploi…",140,2020-05-15 20:30:08,Twitter for iPhone,0,21,JustinTrudeau,1261393449779187714
"If you’re a student or recent graduate who can’t find a job this summer, you can now apply for the Canada Emergency Student Benefit. You’ll get $1,250 a month from May to August - or $2,000 a month if you’re caring for someone or have a disability. Apply: https://t.co/pmPscnmaYp https://t.co/zlB0Ee3Gp9",303,2020-05-15 19:34:07,Twitter for iPhone,1767,476,JustinTrudeau,1261379350429122560
Étudiants et nouveaux diplômés : vous pouvez demander la Prestation canadienne d’urgence pour les étudiants si vous ne trouvez pas d’emploi cet été. Vous recevrez 1 250 $/mois de mai à août ou 2 000 $/mois si vous avez une personne à charge ou un handicap. https://t.co/MSHdwynplO https://t.co/GAxVflZN9c,304,2020-05-15 19:33:57,Twitter for iPhone,199,52,JustinTrudeau,1261379310176178176
RT @Bill_Morneau: The Canada Emergency Wage Subsidy (CEWS) is supporting nearly 2 million workers across the country. To help even more bus…,140,2020-05-15 18:50:57,Twitter for iPhone,0,93,JustinTrudeau,1261368490491105283
"RT @Bill_Morneau: Pour aider encore plus d'entreprises à soutenir leurs employés et à réembaucher des personnes lors de leur réouverture, n…",140,2020-05-15 18:50:55,Twitter for iPhone,0,24,JustinTrudeau,1261368482228326400
