source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @realDonaldTrump: The National Guard has been released in Minneapolis to do the job that the Democrat Mayor couldn’t do. Should have bee…,05-31-2020 02:56:21,62393,0,true,1266926462944321538
Twitter for iPhone,RT @Mike_Pence: Today @SecondLady and I had the honor of joining President @realDonaldTrump to witness @Astro_Doug and @AstroBehnken compl…,05-31-2020 02:27:41,11267,0,true,1266919246426189830
Twitter for iPhone,RT @ericbolling: This will likely be seen as @realDonaldTrump Signature Speech/moment.,05-31-2020 02:27:36,7928,0,true,1266919225974759427
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: “America’s proudest moments are still ahead” https://t.co/eumO53mjdd,05-31-2020 02:27:36,6793,0,true,1266919225974820864
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: “In the years ahead America will go bigger bolder further faster and America will go first.…,05-31-2020 02:27:36,7579,0,true,1266919225983197185
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump says you can’t be #1 on Earth if you are #2 in space.America will not be #2 anywhere! https://t…,05-31-2020 02:27:36,7600,0,true,1266919227467931648
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: Today we launch American astronauts on American rockets from American soil https://t.co/rdPN97Tb…,05-31-2020 02:27:36,8809,0,true,1266919227467993088
Twitter for iPhone,RT @Mike_Pence: Today is the culmination of three and a half years of renewed leadership in space. It’s a tribute to the courage of our ast…,05-31-2020 02:27:36,12548,0,true,1266919227468009472
Twitter for iPhone,RT @Mike_Pence: Nearly 4 years ago President @realDonaldTrump told America and the world: “We stand at the birth of a new millennium ready…,05-31-2020 02:27:36,11367,0,true,1266919227526610944
Twitter for iPhone,Let New York’s Finest be New York’s Finest. There is nobody better but they must be allowed to do their job!,05-31-2020 02:12:14,33863,202862,false,1266915358914621440
Twitter for iPhone,The National Guard has been released in Minneapolis to do the job that the Democrat Mayor couldn’t do. Should have been used 2 days ago &amp; there would not have been damage &amp; Police Headquarters would not have been taken over &amp; ruined. Great job by the National Guard. No games!,05-31-2020 02:08:42,62393,293293,false,1266914470066036736
Twitter for iPhone,https://t.co/qD52HYuvpH,05-31-2020 00:54:36,27811,87057,false,1266895821083234304
Twitter for iPhone,MN Gov. Walz: We Estimate 80% of the Rioters Are from out of State https://t.co/WNRFjZA2Lu via @BreitbartNews,05-31-2020 00:20:50,20742,59221,false,1266887324505382912
Twitter for iPhone,RT @WhiteHouse: "The death of George Floyd on the streets of Minneapolis was a grave tragedy. It should never have happened. It has filled…,05-30-2020 22:08:44,16397,0,true,1266854079193464832
Twitter for iPhone,RT @WhiteHouse: “We support the right of peaceful protestors and we hear their pleas. But what we are now seeing on the streets of our cit…,05-30-2020 22:08:28,20855,0,true,1266854013456154625
Twitter for iPhone,RT @WhiteHouse: "My Administration will always stand against violence mayhem and disorder.We will stand with the family of George Floyd…,05-30-2020 22:08:23,14691,0,true,1266853991574466560
Twitter for iPhone,RT @WhiteHouse: LIVE: POTUS delivers remarks at Kennedy Space Center https://t.co/yQPSeo5Q75,05-30-2020 21:16:03,9783,0,true,1266840823188074501
Twitter for iPhone,RT @NASA: LIVE NOW: We are launching astronauts to the @Space_Station from @NASAKennedy for the first time in nine years. Liftoff is at 3:2…,05-30-2020 19:18:27,34732,0,true,1266811228623704069
Twitter for iPhone,RT @NASA: LIVE NOW: #LaunchAmerica Take 2. 🎬 Watch as @NASA_Astronauts fly to the @Space_Station from U.S. soil for the first time in nine…,05-30-2020 18:52:00,29111,0,true,1266804573123076096
Twitter for iPhone,Hopefully a great successful and safe ROCKET LAUNCH. Lifting off soon!?!?  @FoxNews  @OANN,05-30-2020 18:37:07,19300,143675,false,1266800827621990400
Twitter for iPhone,80% of the RIOTERS in Minneapolis last night were from OUT OF STATE. They are harming businesses (especially African American small businesses) homes and the community of good hardworking Minneapolis residents who want peace equality and to provide for their families.,05-30-2020 18:34:17,53696,204689,false,1266800113260703744
Twitter for iPhone,Much more “disinformation” coming out of CNN MSDNC @nytimes and @washingtonpost by far than coming out of any foreign country even combined. Fake News is the Enemy of the People!,05-30-2020 18:33:36,40741,152533,false,1266799941273350145
Twitter for iPhone,Crossing State lines to incite violence is a FEDERAL CRIME! Liberal Governors and Mayors must get MUCH tougher or the Federal Government will step in and do what has to be done and that includes using the unlimited power of our Military and many arrests. Thank you!,05-30-2020 18:20:36,67210,260632,false,1266796670609588225
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump is en route to Kennedy Space Center to view the planned @NASA and @SpaceX rocket launch. https:/…,05-30-2020 18:04:08,9727,0,true,1266792523059441664
