source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @realDonaldTrump: The Lamestream Media is doing everything within their power to foment hatred and anarchy. As long as everybody underst…,06-01-2020 00:10:27,70675,0,true,1267247098648559620
Twitter for iPhone,FAKE NEWS!,06-01-2020 00:09:21,56186,350187,false,1267246821597941764
Twitter for iPhone,RT @realDonaldTrump: The United States of America will be designating ANTIFA as a Terrorist Organization.,05-31-2020 22:52:42,214947,0,true,1267227532455219200
Twitter for iPhone,LAW &amp; ORDER!,05-31-2020 22:52:09,65809,344069,false,1267227396341669889
Twitter for iPhone,RT @realDonaldTrump: Much more “disinformation” coming out of CNN MSDNC @nytimes and @washingtonpost by far than coming out of any fore…,05-31-2020 22:09:57,39261,0,true,1267216774304497669
Twitter for iPhone,Our National Guard stopped them cold last night. Should have been called up sooner! https://t.co/D5vLrHSYcJ,05-31-2020 22:08:51,26572,111826,false,1267216497686056960
Twitter for iPhone,RT @realDonaldTrump: Crossing State lines to incite violence is a FEDERAL CRIME! Liberal Governors and Mayors must get MUCH tougher or the…,05-31-2020 22:00:18,65699,0,true,1267214346578518016
Twitter for iPhone,RT @dbongino: The radical-left formally divorced itself from America last night. They are domestic terrorists and enemies of the United Sta…,05-31-2020 21:59:59,49940,0,true,1267214265762680832
Twitter for iPhone,RT @BuckSexton: This isn’t going to stop until the good guys are willing to use overwhelming force against the bad guys,05-31-2020 21:39:28,31516,0,true,1267209101454573569
Twitter for iPhone,SO TERRIBLE! Where are the arrests and LONG TERM jail sentences? https://t.co/MiT9DtAuVL,05-31-2020 20:54:41,25468,93821,false,1267197835067502592
Twitter for iPhone,STRENGTH! https://t.co/xHE5AdK9Ka,05-31-2020 20:20:39,27148,85417,false,1267189270353186821
Twitter for iPhone,Get tough Democrat Mayors and Governors. These people are ANARCHISTS. Call in our National Guard NOW. The World is watching and laughing at you and Sleepy Joe. Is this what America wants? NO!!!,05-31-2020 20:15:13,55693,256835,false,1267187902192193538
Twitter for iPhone,Law &amp; Order in Philadelphia NOW! They are looting stores. Call in our great National Guard like they FINALLY did (thank you President Trump) last night in Minneapolis. Is this what voters want with Sleepy Joe? All Dems!,05-31-2020 20:04:07,42585,194646,false,1267185107980496896
Twitter for iPhone,RT @TomFitton: Antifa has been engaging in terrorism and seditious conspiracy for years. But FBI and DOJ were too busy to care much their…,05-31-2020 19:16:54,30416,0,true,1267173226561536000
Twitter for iPhone,The Lamestream Media is doing everything within their power to foment hatred and anarchy. As long as everybody understands what they are doing that they are FAKE NEWS and truly bad people with a sick agenda we can easily work through them to GREATNESS!,05-31-2020 16:36:07,70675,286050,false,1267132763116838913
Twitter for iPhone,The United States of America will be designating ANTIFA as a Terrorist Organization.,05-31-2020 16:23:43,214947,775819,false,1267129644228247552
Twitter for iPhone,Other Democrat run Cities and States should look at the total shutdown of Radical Left Anarchists in Minneapolis last night. The National Guard did a great job and should be used in other States before it is too late!,05-31-2020 16:12:26,39538,174353,false,1267126801186394118
Twitter for iPhone,Congratulations to our National Guard for the great job they did immediately upon arriving in Minneapolis Minnesota last night. The ANTIFA led anarchists among others were shut down quickly. Should have been done by Mayor on first night and there would have been no trouble!,05-31-2020 16:03:17,48768,226812,false,1267124501361369091
Twitter for iPhone,RT @realDonaldTrump: The National Guard has been released in Minneapolis to do the job that the Democrat Mayor couldn’t do. Should have bee…,05-31-2020 02:56:21,61870,0,true,1266926462944321538
Twitter for iPhone,RT @Mike_Pence: Today @SecondLady and I had the honor of joining President @realDonaldTrump to witness @Astro_Doug and @AstroBehnken compl…,05-31-2020 02:27:41,11013,0,true,1266919246426189830
Twitter for iPhone,RT @ericbolling: This will likely be seen as @realDonaldTrump Signature Speech/moment.,05-31-2020 02:27:36,7793,0,true,1266919225974759427
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: “America’s proudest moments are still ahead” https://t.co/eumO53mjdd,05-31-2020 02:27:36,6637,0,true,1266919225974820864
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: “In the years ahead America will go bigger bolder further faster and America will go first.…,05-31-2020 02:27:36,7432,0,true,1266919225983197185
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump says you can’t be #1 on Earth if you are #2 in space.America will not be #2 anywhere! https://t…,05-31-2020 02:27:36,7441,0,true,1266919227467931648
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: Today we launch American astronauts on American rockets from American soil https://t.co/rdPN97Tb…,05-31-2020 02:27:36,8601,0,true,1266919227467993088
Twitter for iPhone,RT @Mike_Pence: Today is the culmination of three and a half years of renewed leadership in space. It’s a tribute to the courage of our ast…,05-31-2020 02:27:36,12249,0,true,1266919227468009472
Twitter for iPhone,RT @Mike_Pence: Nearly 4 years ago President @realDonaldTrump told America and the world: “We stand at the birth of a new millennium ready…,05-31-2020 02:27:36,11127,0,true,1266919227526610944
Twitter for iPhone,Let New York’s Finest be New York’s Finest. There is nobody better but they must be allowed to do their job!,05-31-2020 02:12:14,33582,200540,false,1266915358914621440
Twitter for iPhone,The National Guard has been released in Minneapolis to do the job that the Democrat Mayor couldn’t do. Should have been used 2 days ago &amp; there would not have been damage &amp; Police Headquarters would not have been taken over &amp; ruined. Great job by the National Guard. No games!,05-31-2020 02:08:42,61870,289625,false,1266914470066036736
Twitter for iPhone,https://t.co/qD52HYuvpH,05-31-2020 00:54:36,27428,85537,false,1266895821083234304
Twitter for iPhone,MN Gov. Walz: We Estimate 80% of the Rioters Are from out of State https://t.co/WNRFjZA2Lu via @BreitbartNews,05-31-2020 00:20:50,20616,58514,false,1266887324505382912
Twitter for iPhone,RT @WhiteHouse: "The death of George Floyd on the streets of Minneapolis was a grave tragedy. It should never have happened. It has filled…,05-30-2020 22:08:44,16024,0,true,1266854079193464832
Twitter for iPhone,RT @WhiteHouse: “We support the right of peaceful protestors and we hear their pleas. But what we are now seeing on the streets of our cit…,05-30-2020 22:08:28,20494,0,true,1266854013456154625
Twitter for iPhone,RT @WhiteHouse: "My Administration will always stand against violence mayhem and disorder.We will stand with the family of George Floyd…,05-30-2020 22:08:23,14345,0,true,1266853991574466560
Twitter for iPhone,RT @WhiteHouse: LIVE: POTUS delivers remarks at Kennedy Space Center https://t.co/yQPSeo5Q75,05-30-2020 21:16:03,9654,0,true,1266840823188074501
Twitter for iPhone,RT @NASA: LIVE NOW: We are launching astronauts to the @Space_Station from @NASAKennedy for the first time in nine years. Liftoff is at 3:2…,05-30-2020 19:18:27,34709,0,true,1266811228623704069
Twitter for iPhone,RT @NASA: LIVE NOW: #LaunchAmerica Take 2. 🎬 Watch as @NASA_Astronauts fly to the @Space_Station from U.S. soil for the first time in nine…,05-30-2020 18:52:00,29079,0,true,1266804573123076096
Twitter for iPhone,Hopefully a great successful and safe ROCKET LAUNCH. Lifting off soon!?!?  @FoxNews  @OANN,05-30-2020 18:37:07,19259,142981,false,1266800827621990400
Twitter for iPhone,80% of the RIOTERS in Minneapolis last night were from OUT OF STATE. They are harming businesses (especially African American small businesses) homes and the community of good hardworking Minneapolis residents who want peace equality and to provide for their families.,05-30-2020 18:34:17,53126,202149,false,1266800113260703744
Twitter for iPhone,Much more “disinformation” coming out of CNN MSDNC @nytimes and @washingtonpost by far than coming out of any foreign country even combined. Fake News is the Enemy of the People!,05-30-2020 18:33:36,39261,145330,false,1266799941273350145
Twitter for iPhone,Crossing State lines to incite violence is a FEDERAL CRIME! Liberal Governors and Mayors must get MUCH tougher or the Federal Government will step in and do what has to be done and that includes using the unlimited power of our Military and many arrests. Thank you!,05-30-2020 18:20:36,65699,252816,false,1266796670609588225
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump is en route to Kennedy Space Center to view the planned @NASA and @SpaceX rocket launch. https:/…,05-30-2020 18:04:08,9666,0,true,1266792523059441664
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump says violence must stop so Americans can honor the memory of #GeorgeFloyd https://t.co/fXdVlAzaEE,05-30-2020 18:02:43,12512,0,true,1266792166568816640
Twitter for iPhone,Here we go again. Fake News @CNN is blaming RUSSIA RUSSIA RUSSIA. They are sick losers with VERY bad ratings! P.S. Can’t blame China because they need the cash?,05-30-2020 17:04:09,45045,196451,false,1266777430016102403
Twitter for iPhone,It’s ANTIFA and the Radical Left. Don’t lay the blame on others!,05-30-2020 15:54:56,88284,359117,false,1266760009872007171
Twitter for iPhone,Mayor Jacob Frey of Minneapolis will never be mistaken for the late great General Douglas McArthur or great fighter General George Patton. How come all of these places that defend so poorly are run by Liberal Democrats? Get tough and fight (and arrest the bad ones). STRENGTH!,05-30-2020 14:25:02,36955,160125,false,1266737385120960515
Twitter for iPhone,These are “Organized Groups” that have nothing to do with George Floyd. Sad!,05-30-2020 14:00:49,66410,311897,false,1266731291917062145
Twitter for iPhone,The professionally managed so-called “protesters” at the White House had little to do with the memory of George Floyd. They were just there to cause trouble. The @SecretService handled them easily. Tonight I understand is MAGA NIGHT AT THE WHITE HOUSE???,05-30-2020 13:34:02,38764,162685,false,1266724553620930561
Twitter for iPhone,They professionally managed so-called “protesters” at the White House had little to do with the memory of George Floyd. They were just there to cause trouble. The @SecretService handled them easily. Tonight I understand is MAGA NIGHT AT THE WHITE HOUSE???,05-30-2020 13:27:47,2699,9698,false,1266722977242124288
